location_name,time_id,year,month,tourism_revenue_crore_inr,foreign_tourist_arrivals,temp_c,rainfall_mm,humidity_pct
Srinagar,243,2020,March,5830,328304,4.280645161,157.2,74.70967742
Srinagar,241,2020,January,20200,1119250,-3.590322581,152.1,81
Srinagar,254,2021,February,5477,110312,2.871428571,49.2,64.85714286
Srinagar,230,2019,February,17959,1090516,-1.253571429,167.9,85.03571429
Srinagar,235,2019,July,18205,818125,22.96774194,134.5,72.5483871
Srinagar,256,2021,April,6891,78718,10.36,178.8,69.06666667
Srinagar,255,2021,March,6642,133768,7.041935484,185.8,74.70967742
Srinagar,248,2020,August,479,19761,24.10322581,191.5,64.16129032
Srinagar,238,2019,October,17057,945017,12.91935484,62.8,68.83870968
Srinagar,229,2019,January,18205,1111040,-4.841935484,172.3,82.61290323
Srinagar,239,2019,November,19840,1092440,5.413333333,234.6,80.53333333
Srinagar,264,2021,December,8452,317647,0.4064516129,60.9,60.87096774
Srinagar,244,2020,April,71,2820,11.81,103.8,70.23333333
Srinagar,249,2020,September,686,28167,19.31333333,27.5,60.33333333
Srinagar,257,2021,May,1730,19765,15.48709677,78.4,72.19354839
Srinagar,240,2019,December,22631,1226398,-2.622580645,71.1,67.16129032
Srinagar,258,2021,June,3157,36070,20.55333333,31.1,63.33333333
Srinagar,246,2020,June,208,8590,20.67666667,30,62.9
Srinagar,251,2020,November,1413,70977,5.233333333,85,67.16666667
Srinagar,262,2021,October,5094,191415,13.00967742,133.8,63.77419355
Srinagar,245,2020,May,94,3764,15.7,109.3,73
Srinagar,250,2020,October,831,41494,15.11290323,0.5,41.83870968
Srinagar,263,2021,November,7022,263867,5.32,17,64.4
Srinagar,260,2021,August,5251,92728,22.37741935,51,65.74193548
Srinagar,242,2020,February,18241,1018440,-0.2206896552,31.4,66.72413793
Srinagar,237,2019,September,16824,751513,21.40666667,19.3,59.9
Srinagar,232,2019,April,17134,774651,11.7,137,70.8
Srinagar,247,2020,July,307,12655,24.14193548,24.8,54.41935484
Srinagar,252,2020,December,1776,90544,-2.04516129,85.4,73.74193548
Srinagar,231,2019,March,16214,978236,1.780645161,121.5,79.09677419
Srinagar,253,2021,January,4700,94662,-2.367741935,61.8,64.74193548
Thiruvananthapuram,261,2021,September,6549,115661,25.74,163.4,89.06666667
Thiruvananthapuram,246,2020,June,208,8590,26.25333333,253.6,89.1
Thiruvananthapuram,251,2020,November,1413,70977,26.34,170.2,84.5
Thiruvananthapuram,233,2019,May,13642,615136,28.08709677,145.1,81.93548387
Thiruvananthapuram,244,2020,April,71,2820,28.29,125,79.46666667
Thiruvananthapuram,229,2019,January,18205,1111040,25.85483871,3.5,67.09677419
Thiruvananthapuram,253,2021,January,4700,94662,25.80645161,191.7,79.32258065
Thiruvananthapuram,254,2021,February,5477,110312,26.99642857,18.9,68.75
Thiruvananthapuram,247,2020,July,307,12655,25.93225806,220.6,88.29032258
Thiruvananthapuram,234,2019,June,16083,726446,26.8,270.9,87.93333333
Thiruvananthapuram,231,2019,March,16214,978236,28.32258065,31.5,72.25806452
Thiruvananthapuram,263,2021,November,7022,263867,24.93666667,450.2,88.96666667
Thiruvananthapuram,248,2020,August,479,19761,25.92580645,231.4,88.38709677
Thiruvananthapuram,237,2019,September,16824,751513,25.73,260.9,89.76666667
Thiruvananthapuram,256,2021,April,6891,78718,27.24333333,204.1,84.1
Thiruvananthapuram,230,2019,February,17959,1090516,27.28571429,34.2,72.07142857
Thiruvananthapuram,243,2020,March,5830,328304,28.24193548,61.7,74.32258065
Thiruvananthapuram,242,2020,February,18241,1018440,27.5862069,6.4,68.24137931
Thiruvananthapuram,260,2021,August,5251,92728,25.48064516,149.7,88.96774194
Thiruvananthapuram,249,2020,September,686,28167,25.47,353.9,90.23333333
Thiruvananthapuram,235,2019,July,18205,818125,26.02258065,227.2,88.67741935
Thiruvananthapuram,255,2021,March,6642,133768,27.49677419,76.4,74.12903226
Thiruvananthapuram,241,2020,January,20200,1119250,26.80322581,14.1,73.67741935
Thiruvananthapuram,238,2019,October,17057,945017,25.48064516,394.3,90.12903226
Thiruvananthapuram,264,2021,December,8452,317647,25.9483871,57.8,77.83870968
Thiruvananthapuram,236,2019,August,17867,800837,25.36774194,493.4,90.80645161
Thiruvananthapuram,250,2020,October,831,41494,25.78387097,139.8,87.67741935
Thiruvananthapuram,259,2021,July,4105,72501,25.71290323,254.4,88.5483871
Thiruvananthapuram,258,2021,June,3157,36070,26.10666667,169.1,88.33333333
Thiruvananthapuram,257,2021,May,1730,19765,26.44193548,534.5,89.58064516
Thiruvananthapuram,240,2019,December,22631,1226398,26.19032258,104.9,81.93548387
Thiruvananthapuram,262,2021,October,5094,191415,25.43870968,452.7,89.93548387
Thiruvananthapuram,239,2019,November,19840,1092440,26.28333333,199.9,86.76666667
Thiruvananthapuram,232,2019,April,17134,774651,28.25666667,168,80.43333333
Thiruvananthapuram,245,2020,May,94,3764,27.17741935,396.6,88.41935484
Thiruvananthapuram,252,2020,December,1776,90544,25.98064516,97.3,79.70967742
